id,pm25,pm10,temp,hum,atm,loc,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10.m11,m12,m13,m14,m15,m16
'A1',23.00,31.00,6.00,18.00,0.00,$GNGGA,000034.264,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*5B
'A1',21.00,33.00,6.00,11.00,1.00,$GNGGA,000046.264,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*5E
'A1',20.00,33.00,6.00,18.00,2.00,$GNGGA,000057.264,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*5E
'A1',22.00,33.00,8.00,13.00,3.00,$GNGGA,000108.264,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*55
'A1',20.00,31.00,3.00,17.00,4.00,$GNGGA,000119.264,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*55
'A1',21.00,34.00,4.00,11.00,5.00,$GNGGA,000130.264,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*5E
'A1',21.00,30.00,3.00,18.00,6.00,$GNGGA,000142.264,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*5B
'A1',20.00,32.00,9.00,13.00,7.00,$GNGGA,000153.264,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*5B
'A1',20.00,31.00,3.00,17.00,8.00,$GNGGA,000204.264,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*5A
'A1',21.00,31.00,5.00,16.00,9.00,$GNGGA,000215.264,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*5A
'A1',21.00,31.00,3.00,13.00,10.00,$GNGGA,000226.264,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*5A
'A1',20.00,33.00,7.00,16.00,11.00,$GNGGA,000237.264,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*5A
'A1',22.00,33.00,4.00,12.00,12.00,$GNGGA,000248.264,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*52
'A1',24.00,33.00,3.00,16.00,13.00,$GNGGA,000259.264,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*52
'A1',21.00,32.00,5.00,12.00,14.00,$GNGGA,121011.086,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*50
'A1',21.00,30.00,7.00,12.00,15.00,$GNGGA,121022.086,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*50
'A1',21.00,34.00,5.00,16.00,16.00,$GNGGA,121033.086,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*50
'A1',21.00,30.00,6.00,15.00,17.00,$GNGGA,121044.086,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*50
'A1',20.00,34.00,5.00,13.00,18.00,$GNGGA,121055.086,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*50
'A1',20.00,32.00,7.00,10.00,19.00,$GNGGA,121106.086,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*57
'A1',23.00,34.00,5.00,17.00,20.00,$GNGGA,121117.086,4900.5190,N,00825.3887,E,0,0,,106.7,M,47.9,M,,*57
'A1',21.00,30.00,8.00,13.00,21.00,$GNGGA,121128.081,4901.1308,N,00823.6230,E,0,1,,106.8,M,47.9,M,,*51
'A1',20.00,33.00,2.00,12.00,22.00,$GNGGA,121139.081,4900.5242,N,00825.3736,E,0,1,,106.7,M,47.9,M,,*54
